node_id,osm_node_id,lng,lat
663,42453777,-74.0048352,40.7188593
664,42457311,-74.004827,40.70966
665,42431602,-74.0048235,40.7134886
666,387180916,-74.0048213,40.7416415
667,42437678,-74.0047906,40.7569672
668,42430143,-74.004786,40.723625
669,42435578,-74.0047793,40.7375429
670,673008453,-74.0047736,40.7084063
671,42444242,-74.0047522,40.7052372
672,42431805,-74.0047458,40.7346517
673,42430108,-74.004739,40.724267
674,42430603,-74.0047377,40.7520155
675,4555542098,-74.0047332,40.7439569
676,1272562895,-74.0047277,40.7118772
677,5487729367,-74.0047027,40.7136368
678,42430770,-74.004688,40.730321
679,593840108,-74.0046667,40.757136
680,42434285,-74.004653,40.747023
681,42431528,-74.0046246,40.7310034
682,42440829,-74.0046193,40.7213666
683,4207978501,-74.0046111,40.7576289
684,42430147,-74.004575,40.724173
685,1369956654,-74.0045725,40.7121422
686,42431804,-74.004561,40.73401
687,42440353,-74.004558,40.706407
688,4557517552,-74.0045542,40.7421252
689,42430102,-74.0045513,40.7255633
690,42428411,-74.0045303,40.7162869
691,5487729370,-74.0045028,40.713882
692,5119807674,-74.0044863,40.7115277
693,4841945993,-74.0044748,40.7337978
694,42427256,-74.0044746,40.7054111
695,42430782,-74.00446,40.730719
696,42436763,-74.0044354,40.7227417
697,5446617714,-74.0044352,40.7100165
698,1272562861,-74.0044352,40.7126748
699,42444909,-74.0044325,40.7422885
700,42443588,-74.004403,40.7140045
701,42432127,-74.00438,40.724055
702,4841945995,-74.0043727,40.7333791
703,42447249,-74.0043702,40.7194841
704,3564892571,-74.0043288,40.7424314
705,4015192929,-74.0043276,40.707836
706,593839875,-74.0043266,40.7567721
707,486819529,-74.0043258,40.7119466
708,4555542101,-74.0043084,40.7445384
709,42431524,-74.004303,40.730447
710,4555500073,-74.0042856,40.7437702
711,42427824,-74.0042703,40.7526457
712,42431802,-74.0042514,40.7333991
713,42427242,-74.0042501,40.710185
714,42430791,-74.0042257,40.7311289
715,4555542092,-74.0042042,40.7437363
716,42428414,-74.0042041,40.7166598
717,486819536,-74.0042007,40.7120107
718,42437914,-74.004168,40.74769
719,42448146,-74.004154,40.71774
720,42435581,-74.0041378,40.7381289
721,278637105,-74.0041358,40.712046
722,4696815195,-74.0041334,40.7566908
723,278642480,-74.0040899,40.7109851
724,4207150078,-74.0040877,40.7167984
725,42440270,-74.0040852,40.7074467
726,6518638079,-74.0040661,40.7381957
727,4878831008,-74.004059,40.713135
728,42430154,-74.004031,40.725513
729,42439280,-74.0039992,40.7428829
730,247081712,-74.0039914,40.7584867
731,42431797,-74.0039756,40.732925
732,42431519,-74.0039573,40.7298634
733,42459820,-74.0039392,40.7104485
734,42433573,-74.0039188,40.7208693
